Container_ID,Tenant_ID,Requested_CPU,Requested_Memory_MB,Requested_Storage_GB,Requested_Bandwidth_Mbps,Execution_Start_Time_ms,Execution_Finish_Time_ms,Makespan_ms,Server_ID,Available_CPU,Available_Memory_GB,Available_Storage_TB,Available_Bandwidth_Mbps,Power_Consumption_Watts,Inter_Container_Communication_Latency_ms,Routing_Path_Efficiency,Bandwidth_Allocation_Mbps,Active_Switches,Energy_Efficiency_Score,Execution_Cost_$,Resource_Utilization_Efficiency,SLA_Violation_Rate,Power_Consumption_Switches_Watts,Total_Data_Transferred_MB,Optimal
495,1,11,4832,280,858,9799,36081,3385,7,17,283,3,2900,450.10874106718626,0.3030581012718726,0.746082156572893,656,3,0.3708041975448475,34.665641055930415,52.90316694455456,5.922342612238179,101.09478346003111,8403,0
496,17,5,6038,356,877,6710,22350,2503,39,43,185,1,2875,260.53213248141935,2.5688203011593322,0.20480152493916692,567,3,0.7089541234284219,45.175420280418415,92.81220208458102,17.72872110710781,187.53137913167996,5218,0
497,7,10,6513,428,407,3875,47358,2716,17,39,54,6,6144,345.84994722985914,8.91760009132988,0.3710647348035314,516,4,0.22598676566149245,74.8810426685006,98.03004050062606,6.040977309786804,55.70428116077153,7255,0
498,13,2,15340,298,147,4191,43021,4202,45,61,470,7,3587,452.78002532129636,7.213460049410235,0.6342279988136148,530,6,0.656413134229673,90.23180662538337,84.42046682278539,14.279108464841032,62.06469186731231,7397,0
499,4,6,10049,221,684,2837,39369,3497,11,51,154,8,7483,226.82784424610887,0.8223864959643085,0.01815796560707883,480,5,0.16421695822734594,5.071742939198696,68.21841470500401,12.240941593155112,184.94020778168067,4263,0
500,4,5,2664,390,930,1689,42728,3016,6,27,307,1,3950,482.793115255461,8.22914843440328,0.722461310338954,170,1,0.05598028486168638,52.45874296857282,96.93001578973637,8.543623248167435,24.580507611598684,8126,0
501,6,12,596,281,396,4759,28576,3857,23,48,67,4,5097,237.10372793113234,4.981047703248027,0.8355355012681668,298,6,0.12101571674864886,3.3802593654793722,83.14015431878678,4.7805127360733835,125.81655616191388,9119,1
502,19,13,3073,427,120,3103,40001,1786,27,57,302,5,990,320.48719942694703,8.48315196897141,0.39914166109395144,349,9,0.9299847831341347,46.89411354793344,92.21667745996689,7.380293986918909,139.52983089246604,8167,0
503,12,12,14554,75,623,1365,28848,1272,46,30,304,2,6020,369.4121209725674,6.047323767058894,0.4479424171771643,909,1,0.5517508829395513,88.53975462678035,88.29261520185047,11.842144269420857,106.0529274516505,3039,0
504,7,5,15352,492,26,9092,11390,3027,6,28,156,1,1288,477.76640588417223,6.850147017125301,0.851282212216531,842,8,0.796345775479649,36.22286761538894,68.95696578862962,7.0150642949870985,141.90405697639608,5827,0
505,10,13,15560,433,789,5172,32999,3635,38,62,161,8,5744,160.07732332351972,9.935665447917511,0.7756546353260334,511,8,0.3326545009050512,93.25179706595625,73.93511004253928,4.2979286714846365,42.82338274227373,8164,0
506,19,1,2752,257,191,7033,22569,1176,2,35,440,6,840,385.758940207389,2.40012190464778,0.288149489033375,115,3,0.5926586478854466,63.09778631789588,59.306607718404976,2.329254977832642,172.0001242265926,3716,0
507,7,2,6218,165,893,3378,24029,4767,22,55,329,5,1469,284.367013764837,6.277061190137744,0.32397610656153897,811,9,0.4949521337049916,93.42211884492133,64.6007050220367,17.595338758191307,36.604880999278265,5505,0
508,3,8,13378,56,545,2205,33490,3878,20,21,199,9,9681,170.85071327928847,4.657181761568244,0.6788782323905966,484,8,0.945737959402294,75.74094587871072,88.90628306432609,8.806259515038112,86.15436441999245,7385,0
509,13,13,5555,432,550,5988,46328,1642,25,49,167,2,2100,399.4730779083757,0.4905743339346452,0.5631980924481612,862,3,0.7475746360541103,10.433173148211353,94.69891959415541,12.5041664348586,24.298944248559103,8451,0
510,13,14,10173,463,180,6669,16867,2898,15,21,216,8,1571,298.5000260782309,0.24325935087836384,0.16222957109649694,609,5,0.730542631496579,23.192021619511443,86.22302116257059,9.808207222736105,113.59010497530603,5980,0
511,18,13,7830,210,418,3735,26284,4120,49,40,143,9,1636,347.4382192923541,1.280362920396801,0.3099299092291664,472,3,0.04635326943427953,39.47762841289227,73.25868483283192,17.45133036715927,137.25170341087144,1113,0
512,8,3,1945,157,749,9490,44979,1566,29,29,302,1,418,195.30548086005547,6.526008231331626,0.8999832768786541,492,5,0.5496696690036911,17.093677513006398,54.32546344698738,10.938697048964217,188.8321106681052,8843,0
513,9,10,3523,133,387,1956,20121,1665,8,12,326,7,5253,266.57327832242225,5.714914570342582,0.6881744367222634,713,9,0.46699145390181485,49.54166931718839,52.847397434922414,9.615628358982267,150.47387722024015,7491,0
514,7,3,16081,10,197,7623,12539,4426,37,63,268,8,1994,327.8094129446302,5.578952655520902,0.9859743176855195,162,4,0.9278422666061945,47.189678754578914,68.71627823064269,18.492019808434254,112.8095541262887,1275,0
515,1,8,4662,465,867,2474,36488,4783,49,38,504,3,8091,232.2098664214298,0.4153819490297749,0.7670125299807694,832,6,0.25734198818953224,95.63029388293539,73.19108593838315,14.393791920907091,187.1972332623634,9455,0
516,3,8,8709,256,239,5460,28027,2331,33,11,281,4,9567,139.2676429314656,4.74609966396407,0.9419744321435902,658,3,0.2698334532910943,43.42941550130818,80.45603111066484,2.2309981469371465,100.90299922776654,5347,1
517,13,2,1698,352,842,8002,19693,3915,22,23,203,3,8692,482.7382215418868,9.253765896641033,0.2161885738704754,794,3,0.4113462488815004,78.58411774837099,50.32447606934986,3.554089223936281,116.62907408878519,7618,0
518,17,8,8853,137,861,7396,19921,4956,47,57,401,7,6035,280.16039301917783,4.036159506175402,0.7714848748169257,158,5,0.24336971340637603,94.19686343066283,99.48614452331532,15.742457258788837,123.25872025731819,6390,0
519,1,11,10638,200,128,3828,21310,4701,5,45,245,9,823,380.26416662946525,6.286732450905718,0.02021752014779743,197,8,0.1291839178087495,87.71118421430116,68.19694417020214,16.717026423599087,87.8961479184477,1408,0
520,6,13,4693,76,165,3850,41908,2798,39,25,286,3,2429,234.97123710022615,7.820204888669121,0.6707600217115339,662,8,0.8574148466508008,20.945895688708024,92.40473319005608,10.90381658180593,169.3117112075066,9784,0
521,6,13,5691,13,793,3964,15386,2069,18,22,274,6,9427,209.80929381157236,7.860860263504687,0.46928227812024137,140,3,0.5582765244039158,49.65338643592908,76.74833528327022,11.089104557332785,45.18342838056123,9533,0
522,12,1,15716,451,696,5594,43263,3349,38,33,314,8,2870,233.22393431020623,5.240872815713186,0.34676007192006864,461,8,0.8613627189565668,34.839204251362986,56.52197272666732,12.638659257028891,115.42001617060552,4927,0
523,13,6,8691,418,474,7644,39412,3915,37,56,430,6,7645,234.1384897035424,8.59372425948313,0.8624043522930891,525,8,0.8311347654036959,40.045883644207834,89.87827762672609,8.78231548565279,147.22431867556688,5364,0
524,13,8,13033,312,113,3850,28303,3959,30,31,213,2,4946,294.8810521738791,3.974643124301095,0.8542676926575307,500,3,0.2820423547896711,36.14460194195055,85.4913537459938,13.60398246967808,181.75547265654967,1877,0
525,15,3,4363,303,613,1165,23242,1407,31,38,338,7,367,294.56144149161344,8.898062826369504,0.022301704898643582,485,2,0.547737444324274,82.65328509648292,76.37180424646141,2.169625151328314,177.9444953225129,159,0
526,16,8,15854,152,707,1919,19947,2212,10,46,71,2,669,273.7192171472923,2.478248947315899,0.609505122449431,272,2,0.08321770274007045,45.2686916067325,75.727654566689,19.225584847347726,106.66065499172697,9925,0
527,11,12,816,200,981,9305,16930,3869,15,14,334,2,2073,110.65360321284714,2.8741424292066533,0.3678322243209564,547,9,0.9152518840307584,52.41706379124435,54.3739802875464,15.003096475898435,132.2006757210349,7086,0
528,5,1,12585,30,804,4504,49170,2853,42,34,218,2,8837,273.233965325239,0.6258941795701108,0.41566100150044916,468,7,0.4042627150651531,98.24649096900275,82.7924474286937,12.623484080180138,84.9051698645672,7960,0
529,4,11,11173,236,511,1991,11507,2152,48,52,286,1,2922,126.09675518929316,7.9762601817686,0.832040739218776,545,6,0.39367618388902137,6.091929291932493,95.562257787715,6.326441140189614,98.95377494723806,8627,0
530,3,11,9041,322,702,7047,12436,3608,44,51,124,1,4560,106.76110383309432,4.2288468387037845,0.3098397715276783,787,7,0.3027553706179532,48.846968215095806,54.66224596106792,3.2191097491345833,182.19050058887942,9122,0
531,19,9,5804,126,691,4839,38151,4608,18,42,131,7,370,469.69057280352547,2.3682544777228505,0.9430488106376201,750,8,0.4606637447107038,77.428764523917,63.175572532445244,8.186859276578893,186.83375870657005,1692,0
532,18,13,2082,446,708,2258,22618,4337,23,39,107,5,7741,322.2275059164669,2.394723748404139,0.17963382637214076,790,1,0.25175938654544805,15.201079623003832,95.11539867210493,13.231534811481168,180.12867103273373,4480,0
533,15,11,11677,311,184,8609,19750,2141,33,33,153,3,9030,346.77052615606294,9.023859418169408,0.6627224233681778,646,8,0.37485227279680455,61.19200630201592,64.21719549098967,12.67419486846222,36.290463744591264,6197,0
534,9,13,11735,151,743,9706,27122,3511,16,26,437,1,6780,230.8071516500137,8.355774344564265,0.6721050670137647,693,3,0.7999470485848819,24.02253147549323,82.69718360899631,7.65282310131143,171.5159640528209,6558,0
535,17,9,12521,493,754,5804,18354,1143,38,22,318,6,1357,459.0414013616889,5.5799557650361145,0.2521951614279182,755,3,0.8342555035851719,86.7536709111343,76.74090824715721,12.265727876662595,190.18910889408124,9251,0
536,14,5,14237,469,683,1067,41979,3489,35,15,72,1,8350,337.06872031084947,6.199496924115639,0.324750608967202,304,6,0.30418247762851613,32.77725657346792,79.8163802501931,16.27496591135095,78.63744196898489,5817,0
537,15,10,7885,410,430,6660,31900,4271,34,18,65,9,5470,396.12644128561436,4.795823148447881,0.8347984925799404,924,4,0.4690144305527879,32.97337540840087,70.78944507886266,0.5256954467521413,108.54279499011716,4266,0
538,1,4,8581,48,143,5478,24840,4228,28,34,86,2,4958,215.8531110624712,3.977498774500208,0.7618052549549524,444,4,0.8738197762800523,59.85956846393757,64.99957352768556,9.012420958605514,158.02809860446922,6588,0
539,3,15,3394,402,400,9210,48167,1486,2,46,414,1,8681,482.00534636860647,9.163221124061481,0.32909588031475956,284,4,0.052673331829697134,18.437934521178885,52.42667253648345,15.17110456933582,116.79484613747326,8257,0
540,16,11,12367,364,745,4521,16037,1859,30,40,417,7,9010,419.20758057124175,1.3435657648509907,0.5339565469349339,597,9,0.8891449619957854,28.5603750264158,87.21404696470822,10.922889409267544,198.7618691241874,9413,0
541,11,6,15622,261,510,1572,39633,4205,13,40,97,6,7099,434.2768083565446,4.242623218190657,0.06168029625309546,317,8,0.2191843456523317,41.72152182692921,87.30467310971133,13.0295217585814,96.5855393797974,5519,0
542,12,12,13491,342,674,8082,35495,2935,41,18,387,6,220,127.48742034158943,3.511162889079966,0.20874588239862923,735,3,0.6785392442143758,35.42842252769703,83.53628700393617,10.33352785210684,145.64911512940174,9390,0
543,10,7,7949,216,42,8832,26848,1147,16,32,120,5,7008,171.9334435420488,5.031692130486369,0.4858205588603991,952,1,0.5825516963846002,52.53523407875769,82.18168940598103,19.83749089364622,160.5923166373434,8434,0
544,16,5,8520,219,64,6395,47483,2359,5,53,103,4,2403,178.53196985760968,4.630555557997233,0.0859737352792116,385,1,0.5529407481892521,60.00405039248974,62.18585660837631,1.0924307297807645,103.8790789941035,1146,0
545,8,11,12942,124,963,3258,18837,4142,28,46,17,4,4961,171.90915046109203,5.237006363345706,0.8433323548919375,167,1,0.8593602247528214,56.710078629641444,51.11724668831456,9.820896435447546,172.8269230851614,9360,0
546,6,13,13972,234,528,7039,45069,4304,39,29,375,3,3011,434.93367294692956,1.4851978745472416,0.7180062101076479,823,4,0.10157214364466127,65.45141436799403,90.43576984427199,1.8283309822903537,113.76937232936733,7736,0
547,12,10,8098,143,765,1650,18370,2357,45,47,99,8,9091,64.34815784386645,5.180100864981443,0.9436336706484948,213,6,0.34702802532563604,30.844176709121246,74.55692678479134,3.1957112422714085,88.21365139230997,4287,0
548,8,9,6977,260,834,6741,17411,3858,20,5,497,7,7336,84.24499504134843,2.499946257483388,0.6934669059640272,998,4,0.5382527463447656,12.729980092787303,65.34190653513092,7.660767008365237,30.486498031869935,3440,0
549,4,3,7258,228,647,7838,41499,3713,24,23,58,9,5665,173.26169178345668,1.9248803549830935,0.9404013722621856,670,3,0.8112888539460398,76.1046733889646,55.096595339028504,3.110801830009746,84.7485795065806,6277,0
550,8,15,4481,416,21,3587,41225,1089,27,18,169,1,6631,139.94283859224964,0.7418587659832931,0.554512555690965,84,8,0.2164430834116715,85.09296022480513,53.13607954506942,19.273743319133022,149.447926399324,4873,0
551,18,7,3234,452,537,8876,11692,2357,30,55,342,7,1209,154.33682624728175,7.650260331685795,0.6002186110619694,389,8,0.8029298413742763,25.774922599020982,67.44333608975887,18.935795534503182,185.04441821922038,3535,0
552,5,10,16081,100,729,4262,39926,1198,45,7,437,4,7029,409.074435163985,4.331675016479943,0.9769710546262609,750,6,0.39963848249393574,40.76848642018618,90.23685323834702,6.7221929244120755,57.81908673345895,7400,0
553,9,10,7629,363,564,2338,45246,4232,27,25,109,7,1350,303.40696725142107,6.303772464786408,0.6421291468642604,313,9,0.1889138564336954,49.907064774659176,95.93618746669152,12.79495424075359,77.49474829279549,7002,0
554,4,11,6163,385,382,5996,19448,1537,26,53,313,1,8277,52.596797581835595,7.303174098716959,0.0307865688607466,71,1,0.7589864404434826,53.37935159101835,94.83756823065323,10.675066411875722,39.25258887984098,5899,0
555,17,5,6353,55,493,6780,21073,4192,7,41,148,5,1749,243.19524456688785,6.82523498660418,0.7238027766305233,579,8,0.09089890147454782,65.98306809165642,96.00004173748275,16.31173961031537,141.23734990350408,1065,0
556,9,14,16383,47,982,3827,46414,1300,42,26,410,3,7451,233.54821708266152,4.7579571189878545,0.9054686921374157,795,6,0.5147673740754429,4.256163012196602,95.38626715646714,12.548912196338843,192.4358017018858,7544,0
557,1,7,12809,151,656,6232,16209,1723,47,62,80,5,6011,101.27537125004459,3.9401954366221257,0.7955802497943266,117,1,0.06387578386188841,72.1755605651283,76.36123758001979,0.00504908981124208,131.78092177115334,9471,1
558,13,15,5912,109,237,3217,17533,2598,38,29,305,4,9637,354.2638048706557,3.822003105442571,0.5838332726254226,196,4,0.35641785515778757,6.290903597243086,60.970781927845195,15.263487712194777,127.244540701183,6778,0
559,16,2,10433,337,632,4539,32061,4010,5,54,391,2,3056,365.943734770771,6.436483089607558,0.6713035130935163,996,5,0.6010767990063927,46.882027910519504,89.90232914184102,14.936962425922362,115.16308679508245,600,0
560,13,4,9240,199,316,8845,18211,2459,23,14,272,4,5928,374.401948573444,4.9984641139245465,0.9901917892516717,238,7,0.5561155414872131,82.7843464433625,60.68564874262895,10.19445411132962,26.80659073025194,4654,0
561,14,2,14844,44,466,5383,20927,1067,28,31,482,3,5094,377.81192550136643,8.506409255086256,0.09066208850933832,57,8,0.4046554179046665,45.17640979651179,63.36036383782845,18.058379464661076,148.60572702158288,149,0
562,3,14,15413,156,169,3961,22927,4836,34,59,401,1,6536,50.02377211953356,8.759549644834449,0.6672448286332395,840,9,0.4290479939721157,14.994065901947952,61.66271609112742,18.168924113808032,124.38941327437665,9261,0
563,6,13,13856,39,340,4226,35594,4993,15,5,228,8,8776,479.26436173102496,1.788547742264533,0.2833976945705938,277,6,0.22676955335076654,98.50488111609538,75.74912018479029,10.478233534087945,135.68058608269453,1087,0
564,18,13,4515,343,785,7837,20316,3506,32,62,163,5,7714,416.3939451745984,1.448713150302684,0.6400903965861701,736,9,0.4558825884241029,88.9396176612189,66.091375408454,12.159764623930753,180.7741076752101,6871,0
565,19,12,8542,93,234,8031,23177,2537,26,11,76,4,9094,456.7917634651784,6.340969167756395,0.6076235758839388,811,4,0.9532548557208342,77.1542319591789,57.70780248126707,19.930441438493446,158.9525495415934,1215,0
566,5,7,6157,378,992,4716,21846,1397,48,32,486,5,1815,57.03948288834536,3.0821349058165666,0.15345683210816208,263,8,0.8504529177837904,41.210009129631125,72.65867059469412,5.97640469622835,158.37389790935995,4032,0
567,15,2,15424,290,738,4414,18933,1619,31,14,164,4,8250,470.2364581035827,0.2838501157744787,0.20674664574023915,966,3,0.1452328690763438,18.46618811624085,93.69536193925835,6.492344846229548,186.16491608707605,9771,0
568,2,13,9581,433,513,2448,49244,4357,19,40,103,3,3583,414.4048379096471,8.897562426693256,0.6216295780432135,879,4,0.02978078732092093,94.14697702370827,78.52764274749862,3.655478053269927,198.0876407779699,4534,0
569,10,14,14927,353,465,1570,13080,2584,9,21,339,5,7775,426.7486143314144,2.346317595713702,0.12822994730377413,96,4,0.9335243127166306,53.281877539062194,93.91678029437935,17.91733878315736,120.44371907260133,3667,0
570,18,11,5173,279,54,3904,17089,2163,29,58,398,4,1857,91.97932312488584,9.29987845168951,0.26518087513032285,190,6,0.5267497498807476,85.25031049270976,59.79360925395687,14.889767798985325,30.687507045921492,1758,0
571,13,1,8685,163,223,3505,37123,1729,39,53,411,1,1909,382.45011301336893,7.202601063694711,0.8352455477380024,34,9,0.5378378231493077,34.27529107536664,58.3486936836277,2.112856977404838,97.23468247733291,8044,0
572,5,9,14972,111,68,1917,18797,1555,4,17,293,3,5639,481.96251033894094,7.650269550123695,0.3270915060016386,967,6,0.7807179957065223,33.59530287623912,78.778856284921,19.635347023959312,159.64421782771242,5900,0
573,1,1,16051,224,653,7982,19346,2952,3,57,419,8,6148,355.3463036381723,2.094468808352288,0.4880601562696629,397,1,0.31468897387132655,98.5554940193365,73.16644507731365,14.619234163222321,15.267811704751345,4476,0
574,1,8,11394,159,625,8427,30878,3828,29,13,97,7,9962,306.75263208107293,2.418524813606448,0.9411403351458403,231,5,0.48190756883600216,52.2311215446355,83.00863208234784,17.01044219209949,20.808613287668322,8117,0
575,18,15,2786,441,204,7336,44672,4661,11,38,144,2,1251,475.53335498704865,5.260550762858251,0.2271490888369463,999,9,0.9686629131467376,14.155472843688555,89.73133955133908,0.9630157834640185,22.759978652736052,2915,0
576,15,2,2216,92,934,2678,28653,2751,33,12,301,1,5592,249.3217047804962,1.8037885412336356,0.3896260173580104,406,5,0.6721486869324071,22.045500331671274,87.56536478260882,10.099218378843354,148.89679408237905,1070,0
577,17,12,7301,119,498,1615,37140,3941,38,38,397,3,6811,319.6821048397154,3.1237737575620197,0.6064577755435456,947,6,0.15374503199578593,48.24623351133281,97.11305868292806,13.971965734540785,105.22165942700269,7920,0
578,11,8,1304,444,166,8086,12184,3657,11,14,368,5,6402,264.35223207246474,3.2824785316832643,0.7553389295039722,520,3,0.1332267479843533,4.342843957792293,69.91282045785059,10.858931691436826,80.09060926891279,5612,0
579,17,13,6028,396,619,5749,45493,3795,27,47,295,1,4847,469.7807996121346,1.6803363392023647,0.9016533867127051,570,8,0.2042647583330054,46.307145139292224,60.31933711240904,13.33294931398555,30.067238599729837,307,0
580,13,3,15732,435,235,4505,35846,3329,33,15,285,3,8502,84.23812704447826,2.1313100506120914,0.9154729875735151,855,4,0.7667116744207175,41.952190123804755,77.54563199739428,16.35748127180945,149.12564753911894,359,0
581,1,6,2785,284,421,5529,33195,3708,21,6,307,3,4781,275.5038653714067,7.90666323588174,0.776640074372623,449,4,0.29537700384061605,77.95569290541674,55.53715600955928,7.486741259203924,70.99376400467094,5125,0
582,2,3,16007,210,214,2135,16606,3971,39,56,468,5,2607,359.12859862344726,1.755238960017957,0.22833083659331044,184,5,0.021388846675079787,35.55870225247526,64.44255616658157,16.973373512374195,60.41157331228676,4458,0
583,9,14,3220,293,88,9566,14956,4887,31,42,218,3,3063,406.35794229000663,0.3817281792548326,0.024809330042565803,913,9,0.9441743635056619,98.25662127780598,60.394402763157224,3.2583220953058145,133.9406482951747,9074,0
584,3,7,7393,477,133,8226,27555,1995,38,17,39,9,3528,312.35839134986134,6.33061393202649,0.3837739303556238,320,8,0.16971341639491067,18.158914938160226,69.82818583985404,5.417721100527495,116.21206959339993,604,0
585,1,10,1219,182,480,6162,35849,2959,46,59,459,1,7594,459.0129848546543,9.762232881985256,0.14154885098782333,993,7,0.009558186148068581,59.13956982831668,55.56082875011077,0.8669123985465155,78.85802194452731,9865,0
586,16,9,792,336,949,1206,29690,2601,2,31,366,4,4055,473.8961510977423,3.379016764768902,0.7103876474382981,283,5,0.23713160238332298,9.060959771124638,51.59208722740489,7.288536226705022,131.88261945306175,1859,0
587,6,2,15694,215,227,5875,37347,3793,27,14,326,4,3805,78.94365043711258,1.274691461642898,0.6611305868257168,44,9,0.2350287871181337,73.4130120009988,82.83970023150158,7.598190896482406,61.532088872982456,7614,0
588,17,15,14147,72,525,2319,44189,2480,36,42,476,1,4138,231.06674279361846,5.746834521138554,0.04397164162145484,226,9,0.42200525084572305,99.47589343739095,80.51244891449025,16.10541194414502,161.01774970482208,7860,0
589,5,12,7596,82,611,2141,49308,3134,11,28,223,2,9344,60.5565597745195,9.072906689846898,0.8365937791309511,730,2,0.9203898315000368,81.93194991138806,85.41794680193306,13.062613405793119,53.570600558454245,3894,0
590,5,12,14523,260,113,5627,36785,2102,47,24,295,1,813,198.23749581849933,7.86221162030194,0.24874326629118226,681,4,0.8791849177790979,55.6147837179581,83.0193220135672,8.734451163113333,40.17916212258297,3690,0
591,6,15,7435,133,402,8389,43698,4276,18,13,220,6,7360,291.590698086771,6.262907097285888,0.4322270754910422,417,8,0.4568945549824279,48.52566160422924,55.71473405711917,13.042279572474964,158.66348780478623,7070,0
592,3,14,8223,384,640,3690,26966,3838,1,46,167,3,7111,459.85771872947697,3.219059316415234,0.6679337354557424,528,1,0.4108999049918065,83.519493130558,64.55394406878231,1.0556670103138233,144.4994858326073,9693,0
593,5,5,12671,130,654,8323,42097,4408,35,18,453,7,8979,430.9494451094313,5.464613715434577,0.4294187868522533,278,5,0.5550090864748513,93.60381106260135,56.47633049501762,3.6054307203675218,44.7014053833417,9080,0
594,5,13,12127,284,833,4255,26882,4325,35,22,41,5,8621,107.37487700239357,1.003323928912128,0.4412878027999434,647,8,0.24345401197176575,98.92173192722949,92.14862010242817,12.5389571048351,32.086693011088215,6385,0
595,10,6,12635,440,617,9281,15675,3351,31,51,209,9,1846,91.86366863340307,6.821559700378632,0.06562799533574037,484,2,0.05218499196636284,39.71426883369197,87.34518276777617,12.827336384506046,169.2958268124715,3429,0
596,10,4,12172,407,989,6213,24009,2403,28,25,351,7,1307,315.17030244050017,7.278450587086743,0.4014435492600038,889,2,0.9392241361712067,99.09265573197177,60.07635014591212,15.482693174148544,157.55371161737074,4112,0
597,19,4,8990,129,443,5108,38843,3177,39,24,437,4,884,289.4530876064522,9.653813066808196,0.7648478932199835,334,8,0.18669898487717274,15.677032592165766,67.06546202449468,8.059995181072043,72.17890100293621,2192,0
598,17,4,1101,431,340,4020,40793,3643,1,63,253,5,2796,169.86993864351075,2.6779338515762094,0.9151763371865977,365,9,0.1984007292457164,25.429622615597733,98.33074961321071,14.451081932323124,135.05750756053968,3067,0
599,14,2,12051,446,152,2857,49871,2299,25,55,336,5,7173,454.75388804922585,0.28271854852592415,0.41349713706337177,99,7,0.4724603288539476,8.99271086091623,79.70796789398257,13.679606651203787,33.59043544408405,9361,0
600,9,4,6033,326,809,9996,28857,2722,43,47,90,5,5136,467.3148842576991,5.501523797828791,0.42358582687907886,51,8,0.4916133448403307,27.24667779679972,90.05777986505785,19.26786756739698,106.33905521905885,1775,0
601,14,11,3292,173,549,3789,30627,3605,38,35,450,9,7227,231.1751472530732,7.097225993528463,0.7026271063236521,374,5,0.018434209700741944,76.81696140663931,63.229551738436456,4.302604528493584,13.558755491479776,4496,0
602,1,1,6203,433,287,4875,29565,1898,20,53,178,3,3818,450.6361507010841,7.925034011241581,0.9427720011052766,680,1,0.1479547387739707,85.30714338202712,60.50264600896526,11.033591275052789,84.40435737509554,387,0
603,19,12,2750,474,242,8605,37025,2206,3,26,314,6,5875,222.77700241833767,2.018015436945625,0.2670609402393602,211,4,0.37815481856074173,77.91137524574691,89.19584644232742,12.035288842209386,24.220136079566966,885,0
604,13,6,12933,295,538,9135,38832,4339,2,16,44,8,8010,381.5675743233651,2.6913534034665343,0.44014420653793684,375,2,0.6837306935105391,63.14347123895286,84.29362276157201,19.972957698684414,100.27796422980768,2416,0
605,13,1,2975,274,580,7055,20782,4879,18,8,180,9,2793,264.17399789647584,5.174650160146234,0.7959732435523011,803,3,0.22841845683193585,51.445254601012294,84.04889646058818,4.0236828433330345,90.11951290204992,2938,0
606,4,10,2140,329,99,4882,49650,4393,44,7,352,7,725,105.16242042823234,3.3729480187030187,0.6096935693740385,991,3,0.42301444624176265,70.89955849244328,77.63172909145969,10.464360399345844,94.43315506123064,7329,0
607,1,6,12586,170,501,8175,33366,2535,10,31,201,3,3808,467.5703905566597,8.619063717215706,0.11058634396395473,853,9,0.5573450647164668,39.144271571795464,78.17891713882744,6.923706154272777,18.612947389118872,8237,0
608,17,1,4605,385,208,8129,39557,4683,5,17,69,1,6959,254.34346701989148,4.790225522013331,0.6277327355622657,297,4,0.888592494623292,84.14670431482021,86.78487526531269,10.517859371579997,78.70710484354815,8218,0
609,8,6,11649,317,371,6021,16798,1077,9,11,310,4,9053,380.51916814508166,8.01582857660983,0.1867462845973269,612,2,0.3260705023271233,67.75129038828086,63.50012405605976,4.642572042062119,153.73193132898413,1365,0
610,2,10,5435,98,450,5735,20627,3831,2,12,57,6,7792,215.22821649408147,5.848135628775302,0.5102159340784042,490,3,0.13355826586348352,69.81068937959141,67.63842329284779,0.9522475685497622,80.09373093718781,3083,0
611,8,8,11158,151,35,3387,23466,4410,34,60,427,3,6498,58.496395359305595,7.753592402009408,0.5291032676604385,646,3,0.4892722258976082,53.64000571359422,93.58183852600276,11.451309077953777,145.88267099582032,6001,0
612,7,11,6866,212,34,7582,23720,3721,38,54,300,1,7352,95.23866141132615,3.3934625666502063,0.8762033622249848,510,7,0.7467216016840621,88.53437552269614,65.44326005060789,6.717086317216642,80.20095749040932,8031,0
613,2,2,6686,318,403,6866,48292,4627,31,38,442,6,1655,273.298765770466,8.33102455711008,0.46249427401243814,647,8,0.10985975705273343,25.276271894537345,77.31547856896495,3.638828034968673,90.41549388313543,8243,0
614,3,2,7410,236,516,3566,17559,2532,10,40,402,1,8967,360.48396070686306,2.8182659239551135,0.2794424222358942,61,6,0.4246834916969604,38.17665057076897,85.1319732003342,6.4787113215606755,117.13950143756055,8130,0
615,18,14,14084,498,310,1975,30158,1237,12,24,153,9,4287,200.63089696067559,5.506378199232579,0.23096634821603157,925,4,0.017785141262483428,77.78649271080114,99.99624134165882,0.9856040289548984,190.62956799334566,8362,1
616,12,15,16082,452,348,8212,41916,2157,36,61,202,1,7867,362.96980662994264,2.218670420421355,0.8742518766843361,112,6,0.033559181647251135,49.32561472332084,71.7645665747666,19.008844681802067,30.683484862864482,711,0
617,1,13,10401,343,276,2262,33057,2996,21,21,505,6,136,364.3860152443802,4.807712564099314,0.1710108544182284,370,1,0.4829533632166656,88.93247994107666,71.40464383124718,11.622958299465209,16.253616045622998,7328,0
618,12,12,15369,231,470,6047,46892,2215,49,36,413,1,1887,366.77115829752387,3.2499345741361614,0.42586856088314373,433,8,0.29819729815092944,34.70529204430895,92.12941897168338,16.295373626940496,125.51186492390858,3623,0
619,5,4,6744,50,702,8382,22706,4427,47,11,219,7,6383,271.6348343092288,2.7403639633084214,0.187173114926947,708,1,0.8451072990054121,36.99608386508252,90.27515556299316,8.462363950954607,190.328446896401,5612,0
620,17,11,4993,205,465,7231,23070,1277,6,54,446,3,8160,461.6987675546768,9.673151678477572,0.7733040401143754,214,5,0.6021543061264543,88.88470535972387,86.55379408672744,18.066293351323715,198.04739518539583,3802,0
